Carnobacterium mobile DSM 4848
Rhabdonatronobacter sediminivivens
Vagococcus bubulae
Gonatodes alexandermendesi
Malurus splendens
Peronospora tabacina
Bacillus aquiflavi
Cyclostephanos invisitatus
Fusarium pseudonygamai
Hyles vespertilio
Arxiozyma slooffiae
Microterricola gilva
Streptomyces variegatus
Paenibacillus terrigena DSM 21567
Cupriavidus yeoncheonensis
Spiroplasma endosymbiont of Dioctria linearis
Pediococcus cellicola
Scheloribates latipes
Eristalis intricaria
Hydrogenophaga bisanensis
Pyricularia penniseti
Streptomyces atacamensis
Sulfurimonas sediminis
Labilibaculum euxinus
Wolbachia endosymbiont (group A) of Hylaeus communis
Arthrobacter woluwensis
Lepidonotothen squamifrons
Photorhabdus viridis
Botula fusca
Sinorhizobium meliloti
Massarina eburnea CBS 473.64
Halarchaeum grantii
Wallacemonas collosoma
Methanobrevibacter ruminantium M1
Brevinema andersonii
Ameiurus melas
Dysgonomonas mossii DSM 22836
Ictinia mississippiensis
Drosophila equinoxialis
Metschnikowia amazonensis
Scatophagus argus
Aeromicrobium piscarium
Aromatoleum petrolei
Ornithinibacillus massiliensis
Adlercreutzia hattorii
Cystobacter ferrugineus
Populus tremula
Streptococcus orisasini
Pseudomonas chaetocerotis
Neotoma lepida
Gossypium davidsonii
Smittium megazygosporum
Lactiplantibacillus xiangfangensis
Streptomyces albipurpureus
Corynebacterium lipophiloflavum DSM 44291
Oceanobacillus arenosus
Gnomoniopsis smithogilvyi
Pseudoroseomonas coralli
Geobacillus zalihae
Pectobacterium punjabense
Sycophaga agraensis
Bifidobacterium mellis
Clostridium lentum
Spheniscus mendiculus
Paenibacillus rhizoplanae
Corallococcus aberystwythensis
Leccinum subatratum
Phalloceros buckupi
Andrena fulva
Kineococcus gynurae
Mikrocytos mackini
Demequina litorisediminis
Saccharopolyspora dendranthemae
Halophila stipulacea
Hyphopichia khmerensis
Pseudomonas gessardii
Corvus corax
Reinekea blandensis MED297
Metabacillus schmidteae
Hypselothyrea guttata
Cunninghamella echinulata
Tepuihyla exophthalma
Premnoplex brunnescens
Malurus melanocephalus
Nocardia africana NBRC 100379
Ascidiimonas aurantiaca
Francisella persica ATCC VR-331
Acetanaerobacterium elongatum
Oceanibaculum pacificum
Crocodylus rhombifer
Aeromicrobium ginsengisoli
Lysinibacillus parviboronicapiens
Ophiostoma ulmi
Corynebacterium atypicum
Mycoplasmoides pirum ATCC 25960
Nakamurella aerolata
Acanthochromis polyacanthus
Thermophilibacter gallinarum
Polypedilum vanderplanki
Zingel zingel
Rhinocladiella mackenziei CBS 650.93
Nocardioides terrisoli
Blomia tropicalis
Proteiniborus ethanoligenes
Salegentibacter flavus
Catamblyrhynchus diadema
Drosophila putrida
Methyloligella solikamskensis
Empis stercorea
Dechloromonas agitata is5
Corynebacterium occultum
Mycolicibacterium tokaiense
Nisaea nitritireducens
Pseudomonas beijingensis
Paenibacillus chungangensis
Halolactibacillus halophilus
Myxobolus honghuensis
Darlingtonia californica
Pseudescherichia vulneris
Xylaria striata
Microbulbifer mangrovi
Rigidonotus glomeratus
Thermosipho ferrireducens
Massilia puerhi
Arius madagascariensis
Micromonospora zhanjiangensis
Shouchella miscanthi
Oceanobacillus senegalensis
Flagellimonas spongiicola
Fusobacterium hwasookii ChDC F206
Candidatus Thioglobus autotrophicus
Mucor circinelloides
Mandarina hirasei
Gordonia lacunae
Lamprogrammus exutus
Streptomyces flavotricini
Acinetobacter schindleri
Mengenilla moldrzyki
Limnohabitans curvus
Stecheria intestinalis
Areca catechu
Clostridium punense
Mycobacterium basiliense
Cicer bijugum
Cantharis flavilabris
Culex perexiguus
Exaiptasia diaphana
Litorilituus sediminis
Microbacterium ihumii
Trinickia diaoshuihuensis
Labrys miyagiensis
Sphingobacterium rhinopitheci
Limosilactobacillus kribbianus
Microbacterium lushaniae
Phycicoccus sonneratiae
Capsella bursa-pastoris
Wolbachia endosymbiont (group B) of Rhopobota naevana
Saccharopolyspora terrae
Anopheles aquasalis
Thioclava litoralis
Brettanomyces nanus
Clitopilus hobsonii
Pseudomonas syringae pv. coryli str. NCPPB 4273
Buchananella hordeovulneris
Clathrus columnatus
Kluyveromyces marxianus DMKU3-1042
Ralstonia nicotianae
Desulfofustis glycolicus DSM 9705
Winogradskyella haliclonae
Selenomonas flueggei ATCC 43531
Physcia stellaris
Suillus hirtellus
Drosophila dunni
Amanita phalloides
Dokdonia pacifica
Drosophila picticornis
Dolichovespula media
Clostridium tagluense
Pseudoalteromonas prydzensis ACAM 620
Colletotrichum graminicola M1.001
Thrips hawaiiensis
Panorpa germanica
Puntigrus tetrazona
Parectropis similaria
Zygaena filipendulae
Croceicoccus esteveae
Rhodovibrio salinarum DSM 9154
Tenacibaculum vairaonense
Streptomyces solicavernae
Polynucleobacter wuianus
Sminthurinus elegans
Mucilaginibacter oryzae
Plethodon glutinosus
Cohaesibacter gelatinilyticus
Moorella thermoacetica
Methylovirgula ligni
Paractinoplanes hotanensis
Leucochlaena oditis
Neolamprologus bifasciatus
Nannizziopsis arthrosporioides
Altica lythri
Paracoccus niistensis
Methylovulum miyakonense HT12
Desulfatibacillum aliphaticivorans
Russula nigricans
Melolontha melolontha
Dactylopterus volitans
Silene vulgaris
Limosilactobacillus secaliphilus
Paracnuella aquatica
Cheumatopsyche charites
Mycolicibacterium madagascariense
Falco fasciinucha
Bacillus sanguinis
Calonectria montana
Chitinophaga sedimenti
Cupriavidus campinensis
Leptolinea tardivitalis
Enterococcus hermanniensis
Niallia endozanthoxylica
Hanstruepera ponticola
Oryza brachyantha
Aquitalea denitrificans
Rathayibacter soli
Flavobacterium salilacus subsp. salilacus
Pleoardoris graminearum
Clostridium lapidicellarium
Cladonia ochrochlora
Layia glandulosa
Komagataeibacter melomenusus
Artocarpus hirsutus
Apiotrichum porosum
Paecilomyces maximus
Gemmatimonas aurantiaca T-27
Massilia psychrophila
Salvelinus fontinalis
Succinatimonas hippei YIT 12066
Kitasatospora setae KM-6054
Amycolatopsis kentuckyensis
Pseudomonas kribbensis
Enteropsectra breve
Lacticaseibacillus zhaodongensis
Halomonas rhizosphaerae
Lochmaea crataegi
Papilio machaon
Salix babylonica
Capricornis sumatraensis
Blastobasis adustella
Mongoliitalea lutea
Paenibacillus alginolyticus DSM 5050 = NBRC 15375
Starmerella etchellsii
Vitis vinifera x Vitis labrusca
Neptunomonas concharum
Apilactobacillus apisilvae
Sporanaerobacter acetigenes DSM 13106
Exserohilum rostratum
Dactylosporangium darangshiense
Dactylococcopsis salina PCC 8305
Chryseobacterium arthrosphaerae
Janthinobacterium rivuli
Metschnikowia gruessii
Alishewanella maricola
Helleia helle
Amazona vinacea
Neolamprologus chitamwebwai
Sulfuricystis multivorans
Flavobacterium sharifuzzamanii
Fusarium nygamai
Methanonatronarchaeum thermophilum
Pseudozobellia thermophila
Niabella yanshanensis
Brachyspira pilosicoli 95/1000
Lasioglossum figueresi
Edwardsia elegans
Nocardioides glacieisoli
Erythroxylum williamsii
Heliconius timareta linaresi
Micromonospora parathelypteridis
Ciconia ciconia
Xenotilapia sima
Cellulomonas biazotea
Vogesella amnigena
Sphingomonas baiyangensis
Wolbachia endosymbiont (group A) of Brachyopa scutellaris
Apus affinis
Cereus fernambucensis
Stylophora pistillata
Mycolicibacterium psychrotolerans
Solen grandis
Flavobacterium phragmitis
Thermoanaerobacterium butyriciformans
Sinomicrobium oceani
Roseitalea porphyridii
Lacrimispora xylanolytica
Quercus bicolor
Conringia planisiliqua
Micromonospora cremea
Candidatus Mikella endobia
Desmonostoc muscorum LEGE 12446
Salinimicrobium tongyeongense
Candida chauliodis
Fusarium fracticaudum
Petrachloros mirabilis ULC683
Mesorhizobium abyssinicae
Bifidobacterium psychraerophilum DSM 22366
Trapa incisa
Acetobacter indonesiensis
Mesomycoplasma conjunctivae
Ogataea nitratoaversa
Parabacteroides absconsus
Rhodonellum psychrophilum GCM71 = DSM 17998
Roseibacillus persicicus
Speluncibacter jeojiensis
Halorubrum tebenquichense DSM 14210
Marinifilum breve
Microbacterium bovistercoris
Pseudomonas helleri
Neolamprologus boulengeri
Zaprionus kolodkinae
Wickerhamia fluorescens
Bacillus halotolerans
Aurantiacibacter gilvus
Tenacibaculum platacis
Spirosoma rigui
Chitinophaga qingshengii
Drosophila sproati
Sanghuangporus vaninii
Candidatus Chordibacter forsetii
Pneumocystis oryctolagi
Chaetomium tenue
Centipeda periodontii DSM 2778
Zavarzinia aquatilis
Budvicia aquatica
Armillaria solidipes
Streptomyces roseochromogenus subsp. oscitans DS 12.976
Mechanitis lysimnia
Melipona bicolor
Tachina grossa
Brassica napus
Streptococcus symci
Hepatospora eriocheir
Roseofilum capinflatum BLCC-M114
Tamarix gallica
Boulengerochromis microlepis
Schizophyllum commune H4-8
Aureibaculum marinum
Nocardioides furvisabuli
Sebastes maliger
Bombella saccharophila
Suillus discolor
Junco hyemalis
Sphingomonas plantiphila
Morpho amathonte
Murdochiella massiliensis
Utexia brackfieldae
Digitaria sanguinalis
Defluviicoccus vanus
Candidatus Regiella endosymbiont of Tuberolachnus salignus
Kribbella rubisoli
Stenocarpella maydis
Agarivorans albus
Reyranella aquatilis
Pelodera strongyloides
Agromyces marinus
Ophiura ophiura
Streptococcus vulneris
Geomobilimonas luticola
Lactobacillus helsingborgensis
Oleispirillum naphthae
Haemophilus parainfluenzae
Andrena dorsata
Cephalophus harveyi
Takashimella tepidaria (nom. inval.)
Thalassiosira profunda
Dictyoglomus turgidum DSM 6724
Undibacterium griseum
Hypseleotris klunzingeri
Luteimonas yindakuii
Formica exsecta
Paractinoplanes rhizophilus
Delitschia confertaspora ATCC 74209
Pseudorhizobium banfieldiae
Nocardia alni
Arenimonas soli
Fusibacter tunisiensis
Erythrobasidium yunnanense
Fomitopsis betulina
Jeotgalibacillus proteolyticus
Allohahella marinimesophila
Massilistercora timonensis
Aurelia coerulea
Katreus johnstonii
Flavobacterium panici
Flavobacterium laiguense
Micromonospora robiginosa
Pleurotus salmoneostramineus
Bifidobacterium subtile
Polymorphobacter fuscus
Erysipelothrix tonsillarum DSM 14972
Denitromonas halophila
Terrimicrobium sacchariphilum
Sphingomonas xanthus
Haladaptatus cibarius D43
Caminicella sporogenes
Pricia mediterranea
Dasiphora fruticosa
Deferribacter desulfuricans SSM1
Marinobacter iranensis
Microcella indica
Alloiococcus otitis ATCC 51267
Pontibacter russatus
Bathybates hornii
Polynucleobacter nymphae
Biomphalaria straminea
Flagellatimonas centrodinii
Hydrozoanthus antumbrosus
Pseudomonas zanjanensis
Pontibacillus salicampi
Chrysosphaeria jannelii
Haloarcula sediminis
Tillandsia duratii
Xylanimonas oleitrophica
Euplotes focardii
Neodothiora pruni
Candidatus Sodalis pierantonius str. SOPE
Basiliscus vittatus
Colletotrichum tanaceti
Polyporus tsugae
Ruficoccus amylovorans
Chalciporus piperatus
Corynebacterium crudilactis
Wolbachia endosymbiont of Nasonia oneida
Wolbachia endosymbiont (group A) of Andrena hattorfiana
Campylobacter corcagiensis
Corynebacterium simulans
Cytobacillus gottheilii
Macrocybe gigantea
Maricurvus nonylphenolicus
Hypsopygia costalis
Rhipicephalus sanguineus
Gayadomonas joobiniege G7
Mortierella polycephala
Nodularia sphaerocarpa UHCC 0038
Cyberlindnera misumaiensis
Sediminihabitans luteus
Brettanomyces anomalus
Globisporangium cederbergense
Mesorhabditis belari
Desulfomicrobium macestii
Sulfurimonas paralvinellae
Hydrogenobacter hydrogenophilus
Streptomyces hainanensis
Acanthacorydalis orientalis
Pasteuria penetrans
Oncopeltus fasciatus
Metamycoplasma faucium
Holcopasites calliopsidis
Tectocepheus sarekensis
Osmia excavata
Shewanella pneumatophori
Streptomyces radicis
Flavobacterium panacagri
Leptodactylus mystaceus
Knoxdaviesia proteae
Sphingomonas swuensis
Impatiens glandulifera
Sporobacter termitidis DSM 10068
Micractinium tetrahymenae
Arremon brunneinucha
Pseudomonas helmanticensis
Glossina pallidipes
Barypeithes pellucidus
Aspergillus spinulosporus
Mesoterricola silvestris
Trinickia dabaoshanensis
Chlamydia buteonis
Streptomyces luteosporeus
Echinosphaeria canescens
Mortierella alpina
Sulfitobacter dubius
Yarrowia bubula
Pistacia vera
Anoplarchus purpurescens
Amniculicola lignicola CBS 123094
Dyella subtropica
Gambusia affinis
Paraperlucidibaca baekdonensis
Streptomyces sulfonofaciens
Bacteroides ihuae
Anopheles christyi
Actinocorallia cavernae
Forsythia viridissima
Treponema maltophilum ATCC 51939
Sanchytrium tribonematis
Methanimicrococcus stummii
Shewanella colwelliana
Thalassotalea hakodatensis
Achromobacter aegrifaciens
Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223
Scada zemira
Macaca cyclopis
Mechanitis messenoides
Cercospora zeina
Mariprofundus ferrooxydans PV-1
Limosilactobacillus mucosae
Shinella oryzae
Heliconius charithonia
Luteimonas gilva
Dracaena cambodiana
Malurus leucopterus
Cuculus canorus
Dipus sagitta
Proliferodiscus dingleyae
Bythopirellula goksoeyrii
Edaphobacter flagellatus
Drosophila anomalipes
Leccinellum albellum
Nonomuraea soli
Alosa sapidissima
Streptococcus halichoeri
Tangara arthus
Gordonia westfalica
Cyphotilapia frontosa
Botrytis deweyae
Lysinibacillus endophyticus
Monolepta hieroglyphica
Scandinavium hiltneri
Pedobacter boryungensis
Dorea phocaeensis
Chamunda chamunda
Chascanopsetta lugubris
Blautia faecis
Jiangella rhizosphaerae
[Candida] caryicola
Novosphingobium fuchskuhlense
Sphingomonas aurea
Demequina pelophila
Drosophila subobscura
Labeotropheus trewavasae
Corynebacterium uberis
Undibacterium nitidum
Mangrovibacillus cuniculi
Erythrobacter westpacificensis
Marinomonas ushuaiensis DSM 15871
Trachypithecus cristatus
Demequina gelatinilytica
Poeciliopsis turrubarensis
Acidithiobacillus ferruginosus
Papio kindae
Rarobacter incanus
Telluribacter humicola
Vriesea erythrodactylon
Rickettsia endosymbiont of Cantharis rufa
Curruca ruppeli
Malus halliana
Sarcophaga variegata
Spirosoma utsteinense
Chryseobacterium phocaeense
Tachypleus tridentatus
Eimeria praecox
Stenoxybacter acetivorans DSM 19021
Starmera caribaea
Bathymodiolus japonicus methanotrophic gill symbiont
Antennarius maculatus
Geobacillus thermoleovorans
Kaistella yananensis
Mariniflexile maritimum
Ligilactobacillus equi DSM 15833 = JCM 10991
Chthonomonas calidirosea T49
Ruditapes philippinarum
Saccharopolyspora pogona
Aspergillus cavernicola
Nitrososphaera viennensis EN76
Siminovitchia fortis
Phlebotomus papatasi
Timochares trifasciata
Hanseniaspora osmophila
Fusarium hainanense
Vitis labrusca x Vitis vinifera
Moelleriella libera RCEF 2490
Saxophila tyrrhenica
Alteribacillus bidgolensis
Apodemus speciosus
Clavibacter nebraskensis NCPPB 2581
Mycosarcoma maydis
Polynucleobacter duraquae
Sorghum bicolor
Aspitha agenoria agenoria
Deinococcus aquaticus
Mycolicibacterium insubricum
Mormyrops boulengeri
Streptomyces chengmaiensis
Phyllomedusa bicolor
Xiphophorus malinche
Gluconacetobacter azotocaptans
Retiboletus ornatipes
Scolopax rusticola
Nocardia aobensis NBRC 100429
Saccharomyces cerevisiae x Saccharomyces uvarum
Drosophila paramelanica
Glaciibacter flavus
Flavobacterium sedimenticola
Campylobacter novaezeelandiae
Spialia lugens
Symbiochloris irregularis
Granulicella paludicola
Desulfarculus baarsii DSM 2075
Steroidobacter denitrificans
Cephalopholis panamensis
Nocardia grenadensis NBRC 108939
Heliamphora ciliata
Paraburkholderia acidiphila
Tacca leontopetaloides
Leptoiulus proximus
Deinococcus oregonensis
Ripartites tricholoma
Marthasterias glacialis
Armillaria gallica
Pseudodesulfovibrio karagichevae
Senegalia massiliensis
Pterois miles
Pseudorhodobacter antarcticus
Wolbachia endosymbiont (group B) of Villa cingulata
Virgibacillus natechei
Fusobacterium periodonticum ATCC 33693
Amphipoea lucens
Colletotrichum spaethianum
Vitis amurensis
Bosea lathyri
Halenospora varia
Brachybacterium atlanticum
Chioides albofasciatus
Edaphocola aurantiacus
Hermetia illucens
Hypothenemus hampei
Amycolatopsis dongchuanensis
Hymenobacter caeli
Trinickia violacea
Fusarium secorum
Leisingera daeponensis DSM 23529
Pseudomonas abieticivorans
Acinetobacter gandensis
Afifella pfennigii DSM 17143
Melitaea phoebe
Rubus caesius
Flavivirga jejuensis
Carnobacterium jeotgali MS3
Stappia indica
Agathobaculum butyriciproducens
Algoriphagus pacificus
Streptococcus fermentans
Blastobotrys peoriensis
Kineobactrum salinum
Ischnosiphon puberulus
Semnopithecus entellus
Propionispira raffinosivorans DSM 20765
Citrus kinokuni
Craterostigma plantagineum
Sphingomonas radiodurans
Barbus barbus
Pyrrhura cruentata
Desulfobaculum bizertense DSM 18034
Nyssa sinensis
Mesorhizobium caraganae
Pseudomonas benzenivorans
Sminthurinus aureus
Thermus filiformis
Gyrodactylus salaris
Ramphastos dicolorus
Hoylesella marshii DSM 16973 = JCM 13450
Streptomyces glycanivorans
Candidatus Thiodictyon syntrophicum
Arthrobacter gandavensis
Orbus wheelerorum
Paramagnetospirillum caucaseum
Aviceda subcristata
Platyusa sonomae
Paenibacillus yonginensis
Roseivirga misakiensis
Prunus padus
Azelia nebulosa
Halorubrum depositum
Prosthecobacter fusiformis
Microtus montanus
Starmerella gropengiesseri
Australozyma picinguabensis
Borreliella carolinensis
Teleogryllus occipitalis
Carboxylicivirga sediminis
Gimesia panareensis
Duffyella gerundensis
Dianthus caryophyllus
Novibacillus thermophilus
Tylopilus orsonianus
Oerskovia rustica
Desulfonatronum thiodismutans
Paramecium sonneborni
Nomada lathburiana
Bacteroides humanifaecis
Nocardia goodfellowii
Aquipseudomonas campi
Thripadectes ignobilis
Haliastur sphenurus
Emesis brimo
Irpex lacteus
Streptomyces kurssanovii
Stereum hirsutum FP-91666 SS1
Sphingomonas cannabina
Ctenochaetus striatus
Halteromyces radiatus
Prosopis cineraria
Pandoraea eparura
Trichosporon faecale
Macaca nigra
Pseudohongiella spirulinae
Neoscytalidium dimidiatum
Caldanaerobacter subterraneus subsp. tengcongensis MB4
Hibiscus syriacus
Mycobacterium tuberculosis H37Rv
Novipirellula aureliae
Pachydermia laevis
Alkaliphilus pronyensis
Flavisolibacter ginsenosidimutans
Wolbachia endosymbiont (group A) of Colletes cunicularius
Chromohalobacter japonicus
Corynebacterium gottingense
Zingiber zerumbet
Mycena belliarum
Periophthalmus argentilineatus
Fusarium aywerte
Phylloporus rhodoxanthus
Sphingobium cupriresistens LL01
Rosenbergiella epipactidis
Dissulfurirhabdus thermomarina
Stenotrophomonas capsici
Heteronotia binoei
Streptomyces toyocaensis
Amycolatopsis magusensis
Paraburkholderia hayleyella
Stegodyphus lineatus
Tolpis succulenta
Dalbergia cochinchinensis
Smaragdicoccus niigatensis DSM 44881 = NBRC 103563
Faecalitalea cylindroides
Vibrio toranzoniae
Rhodanobacter caeni
Trichinella pseudospiralis
Prunus serrula
Lactiplantibacillus argentoratensis
Quercus alba
Torpedo suessii
Leifsonia virtsii
Bosea eneae
Novosphingobium barchaimii LL02
Kluyveromyces wickerhamii
Shewanella electrica
Cephalotus follicularis
Cordyceps pruinosa
Sporosarcina psychrophila
